GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
SORBI_3001G385066	Uncharacterized protein			monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037)	lipid metabolic process(GO:0006629)	membrane(GO:0016020)
SORBI_3010G222300	BTB domain-containing protein	TRAF TRANSCRIPTION FACTOR (PTHR26379:SF180)			protein ubiquitination(GO:0016567)	
SORBI_3009G026600	Uncharacterized protein					
SORBI_3009G128300	CUE domain-containing protein	OS02G0439200 PROTEIN (PTHR23160:SF20)	actin binding motor protein(PC00040)			
SORBI_3004G158200	RING-type domain-containing protein	E3 UBIQUITIN-PROTEIN LIGASE RNF10 (PTHR12983:SF9)		metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ribosome-associated ubiquitin-dependent protein catabolic process(GO:1990116)	cytoplasm(GO:0005737);cytosol(GO:0005829)
SORBI_3005G059550	Uncharacterized protein					
SORBI_3009G234900	WRKY domain-containing protein	OS05G0567200 PROTEIN (PTHR31429:SF117)	DNA-binding transcription factor(PC00218)	DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3007G161450	Uncharacterized protein					
SORBI_3005G071500	Glycosyltransferase	OS10G0331600 PROTEIN (PTHR48047:SF180)	glycosyltransferase(PC00111)	UDP-glycosyltransferase activity(GO:0008194)		
SORBI_3006G197300	Uncharacterized protein	LOW-DENSITY RECEPTOR-LIKE PROTEIN (PTHR34048:SF3)				
SORBI_3007G054500	ABC transporter domain-containing protein	ABC TRANSPORTER G FAMILY MEMBER 14 (PTHR48041:SF111)	ATP-binding cassette (ABC) transporter(PC00003)	ATP binding(GO:0005524);efflux transmembrane transporter activity(GO:0015562);ATP hydrolysis activity(GO:0016887);ATPase-coupled transmembrane transporter activity(GO:0042626);cytokinin binding(GO:0044373);ABC-type transporter activity(GO:0140359)	cytokinin-activated signaling pathway(GO:0009736);cytokinin transport(GO:0010184);response to hydrogen peroxide(GO:0042542);defense response to bacterium(GO:0042742);export across plasma membrane(GO:0140115);export from cell(GO:0140352)	plasma membrane(GO:0005886);membrane(GO:0016020)
SORBI_3001G178200	Secreted protein					
SORBI_3003G067800	UspA domain-containing protein	OS07G0673400 PROTEIN (PTHR46553:SF11)				
SORBI_3004G108900	Uncharacterized protein					
SORBI_3001G304600	Uncharacterized protein					
SORBI_3006G212600	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR35161:SF22)				
SORBI_3003G285800	DC-UbP_UBTD2 N-terminal domain-containing protein	OS05G0529400 PROTEIN (PTHR13609:SF15)	ubiquitin-protein ligase(PC00234)			
SORBI_3009G004000	Yippee domain-containing protein					
SORBI_3001G415750	Uncharacterized protein					
SORBI_3004G251800	Trichome birefringence-like N-terminal domain-containing protein	TRICHOME BIREFRINGENCE-LIKE N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR32285:SF268)		O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	xylan biosynthetic process(GO:0045492)	Golgi membrane(GO:0000139)
SORBI_3004G270000	Coatomer subunit delta	COATOMER SUBUNIT DELTA-3 (PTHR10121:SF3)	vesicle coat protein(PC00235)		endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890);Golgi localization(GO:0051645)	Golgi membrane(GO:0000139);cytoplasm(GO:0005737);COPI vesicle coat(GO:0030126);COPI-coated vesicle membrane(GO:0030663)
SORBI_3004G242400	Nucleoprotein TPR_MLP1 domain-containing protein	NUCLEOPROTEIN TPR (PTHR18898:SF2)	primary active transporter(PC00068)	structural constituent of nuclear pore(GO:0017056)	protein import into nucleus(GO:0006606)	nucleus(GO:0005634);nuclear envelope(GO:0005635);nuclear pore(GO:0005643)
SORBI_3006G274833	Uncharacterized protein					
SORBI_3002G120850	Uncharacterized protein					
SORBI_3002G329900	Histone H2A	HISTONE H2A.7-RELATED (PTHR23430:SF367)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	DNA binding(GO:0003677);structural constituent of chromatin(GO:0030527);protein heterodimerization activity(GO:0046982)	heterochromatin formation(GO:0031507)	nucleosome(GO:0000786);nucleus(GO:0005634);chromosome(GO:0005694)
SORBI_3003G059400	BP28 C-terminal domain-containing protein	HEAT REPEAT-CONTAINING PROTEIN 1 (PTHR13457:SF1)	RNA metabolism protein(PC00031)	snoRNA binding(GO:0030515)	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000462);positive regulation of transcription by RNA polymerase I(GO:0045943)	nucleolus(GO:0005730);90S preribosome(GO:0030686);small-subunit processome(GO:0032040);t-UTP complex(GO:0034455)
SORBI_3009G047100	Uncharacterized protein					
SORBI_3001G196000	Kinesin motor domain-containing protein	KINESIN-LIKE PROTEIN KIN-7M, CHLOROPLASTIC (PTHR24115:SF497)	microtubule binding motor protein(PC00156)	nucleotide binding(GO:0000166);cytoskeletal motor activity(GO:0003774);microtubule motor activity(GO:0003777);ATP binding(GO:0005524);microtubule binding(GO:0008017)	microtubule-based movement(GO:0007018)	kinesin complex(GO:0005871)
SORBI_3003G041100	TSL-kinase interacting protein 1	OS01G0182400 PROTEIN (PTHR21677:SF5)	DNA metabolism protein(PC00009)	chromatin binding(GO:0003682)	pattern specification process(GO:0007389)	nucleus(GO:0005634)
SORBI_3005G109101	Uncharacterized protein					
SORBI_3001G238600	RING-type domain-containing protein	OS10G0438800 PROTEIN (PTHR22765:SF375)	ubiquitin-protein ligase(PC00234)	ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511)	membrane(GO:0016020)
SORBI_3010G015700	Pentacotripeptide-repeat region of PRORP domain-containing protein	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN (PTHR47928:SF161)		RNA binding(GO:0003723)	RNA modification(GO:0009451);RNA metabolic process(GO:0016070)	
SORBI_3007G205900	UVR domain-containing protein	NEUROFILAMENT LIGHT PROTEIN (PTHR38394:SF1)				
SORBI_3005G147800	Purple acid phosphatase	PURPLE ACID PHOSPHATASE (PTHR10161:SF19)	phosphatase(PC00181)	acid phosphatase activity(GO:0003993);ferrous iron binding(GO:0008198);ferric iron binding(GO:0008199);hydrolase activity(GO:0016787)		extracellular region(GO:0005576)
SORBI_3010G103300	MACPF domain-containing protein	OS06G0251100 PROTEIN (PTHR33199:SF7)			defense response(GO:0006952);programmed cell death(GO:0012501);regulation of salicylic acid mediated signaling pathway(GO:2000031)	
SORBI_3002G102000	Uncharacterized protein					
SORBI_3005G105850	Carboxypeptidase	OS11G0460800 PROTEIN (PTHR11802:SF204)	serine protease(PC00203)	serine-type carboxypeptidase activity(GO:0004185)	proteolysis(GO:0006508)	
SORBI_3007G154300	Peptidase A1 domain-containing protein	PEPTIDASE A1 DOMAIN-CONTAINING PROTEIN (PTHR47967:SF50)				
SORBI_3001G139400	Uncharacterized protein					
SORBI_3009G002200	Formin-like protein	FORMIN-LIKE PROTEIN 14 (PTHR23213:SF347)		actin binding(GO:0003779);actin filament binding(GO:0051015)	actin cytoskeleton organization(GO:0030036);actin nucleation(GO:0045010)	cytoskeleton(GO:0005856);membrane(GO:0016020)
SORBI_3009G129500	Cyclin	PROTEIN CNPPD1 (PTHR15615:SF108)		protein kinase binding(GO:0019901)		
SORBI_3003G091500	SIAH-type domain-containing protein	SIAH-TYPE DOMAIN-CONTAINING PROTEIN (PTHR46632:SF31)	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270)		
SORBI_3008G103500	Uncharacterized protein	MADS-BOX TRANSCRIPTION FACTOR 20 (PTHR11945:SF760)	MADS box transcription factor(PC00250)	RNA polymerase II transcription regulatory region sequence-specific DNA binding(GO:0000977);RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of transcription by RNA polymerase II(GO:0045944)	nucleus(GO:0005634)
SORBI_3008G078800	Obtusifoliol 14-alpha demethylase	OS02G0113200 PROTEIN (PTHR24286:SF244)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);sterol 14-demethylase activity(GO:0008398);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037)		membrane(GO:0016020)
SORBI_3010G121300	RIN4 pathogenic type III effector avirulence factor Avr cleavage site domain-containing protein	OS06G0286375 PROTEIN (PTHR33159:SF100)				
SORBI_3002G083500	F-box domain-containing protein	F-BOX DOMAIN-CONTAINING PROTEIN (PTHR34223:SF70)				
SORBI_3005G136300	Chalcone synthase	CHALCONE SYNTHASE (PTHR11877:SF14)	transferase(PC00220)	naringenin-chalcone synthase activity(GO:0016210);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747);tetraketide alpha-pyrone synthase activity(GO:0090439)	pollen wall assembly(GO:0010208);polyketide biosynthetic process(GO:0030639)	
SORBI_3004G038400	Cathepsin propeptide inhibitor domain-containing protein	OS04G0208200 PROTEIN (PTHR12411:SF704)	cysteine protease(PC00081)			lysosome(GO:0005764)
SORBI_3005G138800	Uncharacterized protein	OS11G0534100 PROTEIN (PTHR47830:SF1)				membrane(GO:0016020)
SORBI_3007G154200	Peptidase A1 domain-containing protein	OS08G0469100 PROTEIN (PTHR47967:SF48)		aspartic-type endopeptidase activity(GO:0004190)	proteolysis(GO:0006508)	
SORBI_3009G132000	Uncharacterized protein	PROTEIN RESISTANCE TO PHYTOPHTHORA 1, CHLOROPLASTIC (PTHR36359:SF1)			defense response(GO:0006952)	
SORBI_3002G342700	COX assembly mitochondrial protein					
SORBI_3010G159500	Non-specific lipid-transfer protein	NON-SPECIFIC LIPID-TRANSFER PROTEIN 15-RELATED (PTHR33076:SF24)		lipid binding(GO:0008289)	lipid transport(GO:0006869)	
SORBI_3005G112100	ER lumen protein-retaining receptor	ER LUMEN PROTEIN-RETAINING RECEPTOR (PTHR10585:SF29)	membrane trafficking regulatory protein(PC00151)	ER retention sequence binding(GO:0046923)	protein retention in ER lumen(GO:0006621)	endoplasmic reticulum membrane(GO:0005789);Golgi apparatus(GO:0005794);membrane(GO:0016020)
SORBI_3007G164050	Uncharacterized protein					
SORBI_3003G442400	mRNA cap-binding protein	EUKARYOTIC TRANSLATION INITIATION FACTOR 4E1-RELATED (PTHR11960:SF8)	translation initiation factor(PC00224)	RNA 7-methylguanosine cap binding(GO:0000340);RNA binding(GO:0003723);translation initiation factor activity(GO:0003743)	translational initiation(GO:0006413);defense response to virus(GO:0051607)	nucleus(GO:0005634);cytoplasm(GO:0005737);eukaryotic translation initiation factor 4F complex(GO:0016281)
SORBI_3002G165020	Starch branching enzyme IIb					
SORBI_3010G251700	Uncharacterized protein	CATION TRANSPORTER HKT2_3-RELATED (PTHR31064:SF11)		monoatomic cation transmembrane transporter activity(GO:0008324)	monoatomic cation transport(GO:0006812);metal ion transport(GO:0030001);transmembrane transport(GO:0055085);monoatomic cation transmembrane transport(GO:0098655)	membrane(GO:0016020)
SORBI_3002G322600	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein	OS07G0524400 PROTEIN (PTHR31234:SF26)			defense response to other organism(GO:0098542)	membrane(GO:0016020)
SORBI_3005G065600	Uncharacterized protein					
SORBI_3006G029100	Actin-related protein 9	ACTIN-RELATED PROTEIN 8 (PTHR11937:SF13)	actin and actin related protein(PC00039)	mRNA binding(GO:0003729)	double-strand break repair(GO:0006302);regulation of DNA-templated transcription(GO:0006355)	Ino80 complex(GO:0031011)
SORBI_3009G249500	Mitochondrial carrier protein	OS05G0585900 PROTEIN (PTHR24089:SF744)	mitochondrial carrier protein(PC00158)		ATP transport(GO:0015867);transmembrane transport(GO:0055085);nucleotide transmembrane transport(GO:1901679)	mitochondrial inner membrane(GO:0005743);membrane(GO:0016020)
SORBI_3002G235800	Uncharacterized protein	OS09G0474600 PROTEIN (PTHR36313:SF7)	growth factor(PC00112)	growth factor activity(GO:0008083)	signal transduction(GO:0007165);regulation of root meristem growth(GO:0010082)	
SORBI_3001G173150	Uncharacterized protein					
SORBI_3001G229100	Exostosin GT47 domain-containing protein	XYLOGLUCAN GALACTOSYLTRANSFERASE GT15-RELATED (PTHR11062:SF260)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757)	glycoprotein biosynthetic process(GO:0009101)	Golgi membrane(GO:0000139)
SORBI_3007G071000	NAC domain-containing protein	OS08G0200600 PROTEIN (PTHR31744:SF21)		DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3003G087700	Uncharacterized protein	GLYCOSYLTRANSFERASE FAMILY 61 PROTEIN (PTHR20961:SF85)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757)		
SORBI_3003G329200	Las1-like protein	RIBOSOMAL BIOGENESIS PROTEIN LAS1L (PTHR15002:SF0)		endonuclease activity(GO:0004519)	maturation of 5.8S rRNA(GO:0000460);maturation of LSU-rRNA(GO:0000470);rRNA processing(GO:0006364)	nucleus(GO:0005634);Las1 complex(GO:0090730)
SORBI_3006G261600	Amine oxidase domain-containing protein	POLYAMINE OXIDASE 4-RELATED (PTHR10742:SF228)	oxidase(PC00175)	oxidoreductase activity(GO:0016491);polyamine oxidase activity(GO:0046592);flavin adenine dinucleotide binding(GO:0050660);spermine oxidase activity(GO:0052901)	polyamine catabolic process(GO:0006598);spermine catabolic process(GO:0046208);thermospermine catabolic process(GO:1903602)	peroxisome(GO:0005777)
SORBI_3008G049300	Prolamin-like domain-containing protein	EXPRESSED PROTEIN (PTHR35293:SF12)			double fertilization forming a zygote and endosperm(GO:0009567);regulation of double fertilization forming a zygote and endosperm(GO:0080155);regulation of protein localization to cell surface(GO:2000008)	extracellular region(GO:0005576);cytoplasmic vesicle(GO:0031410);vesicle(GO:0031982)
SORBI_3003G056400	DUF295 domain-containing protein	OS05G0143700 PROTEIN (PTHR33127:SF45)				
SORBI_3006G058500	Uncharacterized protein	CENTROMERE PROTEIN S (PTHR22980:SF0)	neuropeptide(PC00162)	chromatin binding(GO:0003682);protein heterodimerization activity(GO:0046982)	resolution of meiotic recombination intermediates(GO:0000712);replication fork processing(GO:0031297)	FANCM-MHF complex(GO:0071821)
SORBI_3007G152101	RING-type E3 ubiquitin transferase	RING-TYPE DOMAIN-CONTAINING PROTEIN (PTHR15710:SF190)	ubiquitin-protein ligase(PC00234)	ubiquitin protein ligase activity(GO:0061630)		
SORBI_3006G019100	Uncharacterized protein	F5J5.12 (PTHR31099:SF28)				
SORBI_3009G185000	Uncharacterized protein					
SORBI_3005G138600	Helicase ATP-binding domain-containing protein	TRANSCRIPTION-REPAIR-COUPLING FACTOR (PTHR14025:SF29)	DNA metabolism protein(PC00009)	nucleic acid binding(GO:0003676);ATP binding(GO:0005524)	DNA repair(GO:0006281)	
SORBI_3010G042700	Zinc-binding domain-containing protein	OS06G0153600 PROTEIN (PTHR34546:SF3)				
SORBI_3006G021500	Response regulatory domain-containing protein	TWO-COMPONENT RESPONSE REGULATOR ORR42 (PTHR43228:SF24)	winged helix/forkhead transcription factor(PC00246)	phosphorelay response regulator activity(GO:0000156)	phosphorelay signal transduction system(GO:0000160)	
SORBI_3007G162901	Mediator complex subunit 15 KIX domain-containing protein	MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 15A-RELATED (PTHR33137:SF4)	general transcription factor(PC00259)	transcription coregulator activity(GO:0003712);transcription coactivator activity(GO:0003713);chromatin DNA binding(GO:0031490)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)
SORBI_3009G138300	Beta-hexosaminidase	BETA-HEXOSAMINIDASE A (PTHR22600:SF21)	glycosidase(PC00110)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-N-acetylhexosaminidase activity(GO:0004563)	carbohydrate metabolic process(GO:0005975)	extracellular region(GO:0005576)
SORBI_3003G291000	Protein kinase domain-containing protein	LYSM DOMAIN RECEPTOR-LIKE KINASE 3 (PTHR46204:SF10)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524);transmembrane receptor protein kinase activity(GO:0019199)	innate immune response(GO:0045087)	plasma membrane(GO:0005886)
SORBI_3009G015200	UBC core domain-containing protein					
SORBI_3003G234600	Carbonic anhydrase	CARBONIC ANHYDRASE (PTHR11002:SF48)	dehydratase(PC00091)	carbonate dehydratase activity(GO:0004089);zinc ion binding(GO:0008270)	carbon utilization(GO:0015976)	
SORBI_3008G049250	Uncharacterized protein					
SORBI_3001G056800	GB1_RHD3-type G domain-containing protein	GUANYLATE-BINDING PROTEIN_ATLASTIN C-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR10751:SF125)	heterotrimeric G-protein(PC00117)	GTPase activity(GO:0003924);GTP binding(GO:0005525)		
SORBI_3002G212300	Uncharacterized protein					
SORBI_3001G027100	Flap endonuclease 1-B	FLAP ENDONUCLEASE 1-B (PTHR11081:SF56)	exodeoxyribonuclease(PC00098)	magnesium ion binding(GO:0000287);DNA binding(GO:0003677);catalytic activity(GO:0003824);nuclease activity(GO:0004518);5'-3' exonuclease activity(GO:0008409);hydrolase activity, acting on ester bonds(GO:0016788);5'-flap endonuclease activity(GO:0017108)	base-excision repair(GO:0006284);DNA replication, removal of RNA primer(GO:0043137)	nucleus(GO:0005634);nucleoplasm(GO:0005654);nucleolus(GO:0005730);mitochondrion(GO:0005739)
SORBI_3006G241300	Uncharacterized protein					
SORBI_3008G167000	F-box domain-containing protein	OS07G0555400 PROTEIN (PTHR33207:SF95)				
SORBI_3008G185900	RRM domain-containing protein	HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN A0 (PTHR48024:SF56)		nucleic acid binding(GO:0003676);RNA binding(GO:0003723)		
SORBI_3009G123733	aldehyde oxygenase (deformylating)	ALDEHYDE OXYGENASE (DEFORMYLATING) (PTHR11863:SF51)	oxidase(PC00175)	iron ion binding(GO:0005506);aldehyde oxygenase (deformylating) activity(GO:0071771)	lipid biosynthetic process(GO:0008610)	endoplasmic reticulum membrane(GO:0005789)
SORBI_3002G255400	peptidylprolyl isomerase	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP15-1 (PTHR45779:SF6)		peptidyl-prolyl cis-trans isomerase activity(GO:0003755);isomerase activity(GO:0016853)		endoplasmic reticulum(GO:0005783)
SORBI_3001G342101	Uncharacterized protein					
SORBI_3003G169550	Uncharacterized protein					
SORBI_3003G195150	Glyoxylate_succinic semialdehyde reductase 2, chloroplastic	CYTOKINE-LIKE NUCLEAR FACTOR N-PAC (PTHR43580:SF2)	oxidoreductase(PC00176)	oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);glyoxylate reductase (NADPH) activity(GO:0030267);NADP binding(GO:0050661);NAD binding(GO:0051287)		cytoplasm(GO:0005737)
