GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
SORBI_3001G330300	Uncharacterized protein	OS01G0968300 PROTEIN (PTHR31656:SF16)				
SORBI_3003G420900	S-formylglutathione hydrolase	S-FORMYLGLUTATHIONE HYDROLASE (PTHR10061:SF0)	serine protease(PC00203)	"hydrolase activity, acting on ester bonds(GO:0016788);S-formylglutathione hydrolase activity(GO:0018738)"	formaldehyde catabolic process(GO:0046294)	cytoplasm(GO:0005737);cytosol(GO:0005829)
SORBI_3009G235900	Major facilitator superfamily (MFS) profile domain-containing protein	GH07001P-RELATED (PTHR48021:SF1)		transmembrane transporter activity(GO:0022857);sugar transmembrane transporter activity(GO:0051119)	carbohydrate transport(GO:0008643);carbohydrate transmembrane transport(GO:0034219);transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3001G026900	CMP_dCMP-type deaminase domain-containing protein	CMP_DCMP-TYPE DEAMINASE DOMAIN-CONTAINING PROTEIN (PTHR11079:SF161)	deaminase(PC00088)	zinc ion binding(GO:0008270);hydrolase activity(GO:0016787)		
SORBI_3001G289200	B box-type domain-containing protein	SARCOSINE DEHYDROGENASE-2C PROTEIN (PTHR33443:SF30)				
SORBI_3002G117850	Uncharacterized protein					
SORBI_3010G030900	Glycosyltransferase	OS02G0331200 PROTEIN (PTHR20961:SF100)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757);pentosyltransferase activity(GO:0016763)		Golgi membrane(GO:0000139)
SORBI_3003G378500	DUF679 domain membrane protein 2	OS01G0882400 PROTEIN (PTHR31621:SF37)				cytoplasm(GO:0005737);membrane(GO:0016020)
SORBI_3006G243000	CCB4	"PROTEIN COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB4, CHLOROPLASTIC (PTHR34943:SF2)"				chloroplast(GO:0009507)
SORBI_3010G111750	Embryo surrounding factor 1 brassicaceae domain-containing protein					
SORBI_3005G154300	Rx N-terminal domain-containing protein	RX N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR19338:SF53)		ADP binding(GO:0043531)		
SORBI_3001G168400	Protein kinase domain-containing protein	SERINE_THREONINE-PROTEIN KINASE SRK2E (PTHR24343:SF509)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)	abscisic acid-activated signaling pathway(GO:0009738)	
SORBI_3009G152100	BZIP domain-containing protein	OS05G0437700 PROTEIN (PTHR22952:SF453)	basic leucine zipper transcription factor(PC00056)	DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)
SORBI_3001G009700	Histone H2A	HISTONE H2A (PTHR23430:SF413)	"chromatin/chromatin-binding, or -regulatory protein(PC00077)"	DNA binding(GO:0003677);chromatin binding(GO:0003682);structural constituent of chromatin(GO:0030527);protein heterodimerization activity(GO:0046982)	heterochromatin formation(GO:0031507);heterochromatin organization(GO:0070828)	nucleosome(GO:0000786);heterochromatin(GO:0000792);nucleus(GO:0005634);chromosome(GO:0005694)
SORBI_3001G290400	NAC domain-containing protein	NAC DOMAIN-CONTAINING PROTEIN 71 (PTHR31989:SF51)		DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3001G403200	Protein kinase domain-containing protein	OS03G0297800 PROTEIN (PTHR48008:SF16)	transmembrane signal receptor(PC00197)	protein kinase activity(GO:0004672);ATP binding(GO:0005524)		plasma membrane(GO:0005886);membrane(GO:0016020)
SORBI_3010G094700	Aberrant root formation protein 4	GLOMULIN (PTHR15430:SF1)	ubiquitin-protein ligase(PC00234)	ubiquitin-protein transferase inhibitor activity(GO:0055105)		
SORBI_3001G022700	Cytochrome P450 CYP733A	ABSCISIC ACID 8'-HYDROXYLASE 3-LIKE (PTHR24286:SF28)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037)"	pollen tube development(GO:0048868)	
SORBI_3005G110523	Uncharacterized protein					
SORBI_3004G127650	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	cytoplasm(GO:0005737)
SORBI_3001G097900	Vacuolar protein sorting-associated protein 51 homolog	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 51 HOMOLOG (PTHR15954:SF4)			"lipid transport(GO:0006869);Golgi organization(GO:0007030);lysosomal transport(GO:0007041);protein transport(GO:0015031);endocytic recycling(GO:0032456);retrograde transport, endosome to Golgi(GO:0042147);Golgi vesicle transport(GO:0048193)"	GARP complex(GO:0000938);Golgi apparatus(GO:0005794);cytosol(GO:0005829);membrane(GO:0016020);EARP complex(GO:1990745)
SORBI_3001G258200	Calcineurin-like phosphoesterase domain-containing protein	SHEWANELLA-LIKE PROTEIN PHOSPHATASE 1 (PTHR46546:SF4)	protein phosphatase(PC00195)	hydrolase activity(GO:0016787)		
SORBI_3009G184000	Peptidase C14 caspase domain-containing protein	LATEX-ABUNDANT PROTEIN-LIKE PROTEIN (PTHR48104:SF40)		cysteine-type endopeptidase activity(GO:0004197)	proteolysis(GO:0006508)	
SORBI_3002G001000	Amino acid transporter transmembrane domain-containing protein	PROLINE TRANSPORTER 3 (PTHR48017:SF87)				membrane(GO:0016020)
SORBI_3001G026700	X8 domain-containing protein	EXPRESSED PROTEIN (PTHR31044:SF49)				plasma membrane(GO:0005886);membrane(GO:0016020)
SORBI_3003G413400	Uncharacterized protein					
SORBI_3008G131800	CCHC-type domain-containing protein	RIBOSOME QUALITY CONTROL COMPLEX SUBUNIT NEMF (PTHR15239:SF6)		tRNA binding(GO:0000049);nucleic acid binding(GO:0003676);zinc ion binding(GO:0008270);ribosomal large subunit binding(GO:0043023)	rescue of stalled cytosolic ribosome(GO:0072344);ribosome-associated ubiquitin-dependent protein catabolic process(GO:1990116)	cytoplasm(GO:0005737);RQC complex(GO:1990112)
SORBI_3001G019200	BTB domain-containing protein	OS04G0278000 PROTEIN (PTHR31060:SF33)			protein ubiquitination(GO:0016567)	
SORBI_3007G137400	Glycosyltransferase 2-like domain-containing protein	GLUCOMANNAN 4-BETA-MANNOSYLTRANSFERASE 11-RELATED (PTHR32044:SF58)		glucomannan 4-beta-mannosyltransferase activity(GO:0047259);mannan synthase activity(GO:0051753)		Golgi membrane(GO:0000139)
SORBI_3006G118800	GDSL esterase_lipase	OS02G0458900 PROTEIN (PTHR45642:SF62)	hydrolase(PC00121)	"catalytic activity(GO:0003824);hydrolase activity, acting on ester bonds(GO:0016788);carboxylic ester hydrolase activity(GO:0052689)"	lipid biosynthetic process(GO:0008610)	
SORBI_3010G123901	Uncharacterized protein					
SORBI_3006G047200	BHLH domain-containing protein	TRANSCRIPTION FACTOR FER-LIKE IRON DEFICIENCY-INDUCED TRANSCRIPTION FACTOR (PTHR31945:SF17)	DNA-binding transcription factor(PC00218)	protein dimerization activity(GO:0046983)		nucleus(GO:0005634)
SORBI_3001G042800	Nudix hydrolase domain-containing protein	DIPHOSPHOINOSITOL-POLYPHOSPHATE DIPHOSPHATASE (PTHR12629:SF0)	phosphatase(PC00181)	diphosphoinositol-polyphosphate diphosphatase activity(GO:0008486);pyrophosphatase activity(GO:0016462);hydrolase activity(GO:0016787)	cellular response to phosphate starvation(GO:0016036)	nucleus(GO:0005634)
SORBI_3008G077300	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein	LATE EMBRYOGENESIS ABUNDANT PROTEIN LEA-2 SUBGROUP DOMAIN-CONTAINING PROTEIN (PTHR36480:SF5)				
SORBI_3003G112600	Endoplasmic reticulum oxidoreductin-1	ERO1-LIKE PROTEIN (PTHR12613:SF0)	oxidoreductase(PC00176)	protein-disulfide reductase activity(GO:0015035);thiol oxidase activity(GO:0016972);FAD binding(GO:0071949)	protein folding in endoplasmic reticulum(GO:0034975)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789)
SORBI_3001G222000	Anaphase-promoting complex subunit 4-like WD40 domain-containing protein	WD REPEAT-CONTAINING PROTEIN 91-LIKE ISOFORM X1 (PTHR47198:SF1)				
SORBI_3007G194000	65-kDa microtubule-associated protein 8	65-KDA MICROTUBULE-ASSOCIATED PROTEIN 8 (PTHR19321:SF3)	non-motor microtubule binding protein(PC00166)	microtubule binding(GO:0008017)	microtubule cytoskeleton organization(GO:0000226)	phragmoplast(GO:0009524);preprophase band(GO:0009574)
SORBI_3001G032300	Protein kinase domain-containing protein	L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE I.5-RELATED (PTHR27007:SF393)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);carbohydrate binding(GO:0030246)		plasma membrane(GO:0005886)
SORBI_3003G267700	MDR-like ABC transporter	ABC TRANSPORTER B FAMILY MEMBER 9 (PTHR24221:SF604)	ATP-binding cassette (ABC) transporter(PC00003)	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359)	transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)
SORBI_3008G094150	Uncharacterized protein					
SORBI_3003G224400	Uncharacterized protein	WW DOMAIN-CONTAINING PROTEIN (PTHR23202:SF64)	actin or actin-binding cytoskeletal protein(PC00041)			
SORBI_3005G185200	Mediator of RNA polymerase II transcription subunit 7					
SORBI_3009G184450	Uncharacterized protein					
SORBI_3002G148166	"50S ribosomal protein L32, chloroplastic"				translation(GO:0006412)	
SORBI_3006G139400	Uncharacterized protein					
SORBI_3006G032900	Endonuclease_exonuclease_phosphatase domain-containing protein	ENDONUCLEASE_EXONUCLEASE_PHOSPHATASE DOMAIN-CONTAINING PROTEIN (PTHR12121:SF36)	mRNA polyadenylation factor(PC00146)	3'-5'-RNA exonuclease activity(GO:0000175);catalytic activity(GO:0003824)		
SORBI_3008G022701	Pentacotripeptide-repeat region of PRORP domain-containing protein	PENTACOTRIPEPTIDE-REPEAT REGION OF PRORP DOMAIN-CONTAINING PROTEIN (PTHR47941:SF35)				
SORBI_3004G062100	SBP-type domain-containing protein	SQUAMOSA PROMOTER-BINDING-LIKE PROTEIN 8 (PTHR31251:SF169)		DNA-binding transcription activator activity(GO:0001216);DNA binding(GO:0003677)	positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)
SORBI_3004G331900	Transmembrane 9 superfamily member	TRANSMEMBRANE 9 SUPERFAMILY MEMBER 4 (PTHR10766:SF55)	transporter(PC00227)		protein localization to membrane(GO:0072657)	Golgi membrane(GO:0000139);endosome membrane(GO:0010008);membrane(GO:0016020)
SORBI_3009G043000	Thioredoxin domain-containing protein	"THIOREDOXIN F2, CHLOROPLASTIC (PTHR10438:SF382)"	oxidoreductase(PC00176)			
SORBI_3005G125700	Uncharacterized protein					
SORBI_3001G329300	Uncharacterized protein	ZINC-BINDING PROTEIN (PTHR33788:SF1)				
SORBI_3001G254400	Gfo_Idh_MocA-like oxidoreductase N-terminal domain-containing protein	OS10G0403700 PROTEIN (PTHR46368:SF4)		nucleotide binding(GO:0000166)		
SORBI_3005G123900	Protein NO VEIN C-terminal domain-containing protein	PROTEIN NO VEIN C-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR32387:SF12)				
SORBI_3003G328400	Glycosyltransferase	GLYCOSYLTRANSFERASE (PTHR48047:SF233)	glycosyltransferase(PC00111)	UDP-glycosyltransferase activity(GO:0008194)		
SORBI_3001G221601	Uncharacterized protein	RNA-BINDING PROTEIN (PTHR38382:SF1)				
SORBI_3003G266100	Symplekin C-terminal domain-containing protein	SYMPLEKIN (PTHR15245:SF39)				mRNA cleavage and polyadenylation specificity factor complex(GO:0005847)
SORBI_3001G135650	Uncharacterized protein					
SORBI_3001G535500	Folylpolyglutamate synthase	FOLYLPOLYGLUTAMATE SYNTHASE (PTHR11136:SF16)	ligase(PC00142)	tetrahydrofolylpolyglutamate synthase activity(GO:0004326);ATP binding(GO:0005524);acid-amino acid ligase activity(GO:0016881)	one-carbon metabolic process(GO:0006730);folic acid-containing compound biosynthetic process(GO:0009396);tetrahydrofolylpolyglutamate biosynthetic process(GO:0046901)	cytoplasm(GO:0005737)
SORBI_3008G077600	Diacylglycerol kinase	DIACYLGLYCEROL KINASE 2 (PTHR11255:SF104)	kinase(PC00137)	ATP-dependent diacylglycerol kinase activity(GO:0004143);kinase activity(GO:0016301)	signal transduction(GO:0007165);phospholipase C-activating G protein-coupled receptor signaling pathway(GO:0007200);intracellular signal transduction(GO:0035556);glycerolipid metabolic process(GO:0046486)	membrane(GO:0016020)
SORBI_3004G154700	Uncharacterized protein					
SORBI_3001G402600	Uncharacterized protein	SEL1 REPEAT PROTEIN (PTHR36792:SF5)				
SORBI_3003G078700	Phosphatidic acid phosphatase type 2_haloperoxidase domain-containing protein	"LIPID PHOSPHATE PHOSPHATASE 3, CHLOROPLASTIC-RELATED (PTHR10165:SF203)"	phosphatase(PC00181)	phosphatidate phosphatase activity(GO:0008195)	phospholipid metabolic process(GO:0006644);phospholipid dephosphorylation(GO:0046839)	membrane(GO:0016020)
SORBI_3009G238100	PORR domain-containing protein	"PROTEIN WHAT'S THIS FACTOR 1 HOMOLOG, CHLOROPLASTIC (PTHR31476:SF4)"		RNA binding(GO:0003723);mRNA binding(GO:0003729)		chloroplast(GO:0009507)
SORBI_3008G104801	DUF4220 domain-containing protein	OS07G0447000 PROTEIN (PTHR31325:SF174)				
SORBI_3003G105700	PH domain-containing protein	RICIN B-LIKE LECTIN EULS3 (PTHR31257:SF2)				
SORBI_3001G339000	Uncharacterized protein	TERPENE SYNTHASE METAL-BINDING DOMAIN-CONTAINING PROTEIN (PTHR31225:SF217)		magnesium ion binding(GO:0000287);terpene synthase activity(GO:0010333);lyase activity(GO:0016829)	diterpenoid biosynthetic process(GO:0016102);terpenoid biosynthetic process(GO:0016114)	
SORBI_3010G054600	Ribonucleoside-diphosphate reductase	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE LARGE SUBUNIT (PTHR11573:SF6)	reductase(PC00198)	"nucleotide binding(GO:0000166);ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor(GO:0004748);ATP binding(GO:0005524)"	deoxyribonucleotide biosynthetic process(GO:0009263)	ribonucleoside-diphosphate reductase complex(GO:0005971)
SORBI_3001G256750	Uncharacterized protein	XYLANASE INHIBITOR C-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR31676:SF92)				
SORBI_3002G373700	NGR2	PROTEIN LAZY 4 (PTHR34045:SF3)			gravitropism(GO:0009630);regulation of growth(GO:0040008)	
SORBI_3001G257600	Uncharacterized protein					
SORBI_3010G175800	glutathione transferase	GLUTATHIONE S-TRANSFERASE (PTHR11260:SF690)	transferase(PC00220)	glutathione transferase activity(GO:0004364)	glutathione metabolic process(GO:0006749)	cytoplasm(GO:0005737);cytosol(GO:0005829)
SORBI_3001G137400	Uncharacterized protein	OS03G0680600 PROTEIN (PTHR46224:SF36)				
"SORBI_3001G186500,SORBI_3001G186401"	DUF1618 domain-containing protein	DUF1618 DOMAIN-CONTAINING PROTEIN (PTHR33074:SF42)				
SORBI_3008G028600	WRKY domain-containing protein	OS11G0117600 PROTEIN (PTHR31282:SF36)	DNA-binding transcription factor(PC00218)	DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3001G261476	Uncharacterized protein	"LEUCINE RICH REPEAT FAMILY PROTEIN, EXPRESSED (PTHR15454:SF43)"	scaffold/adaptor protein(PC00226)			
SORBI_3001G538275	Uncharacterized protein					
SORBI_3010G125200	Serine_threonine-protein phosphatase 4 regulatory subunit 2	PROTEIN PHOSPHATASE 4 REGULATORY SUBUNIT 2-RELATED (PTHR16487:SF0)	phosphatase modulator(PC00184)	protein phosphatase regulator activity(GO:0019888)		protein phosphatase 4 complex(GO:0030289)
SORBI_3005G108500	Uncharacterized protein					
SORBI_3003G324100	Uncharacterized protein	"PHOSPHATIDYLGLYCEROPHOSPHATASE GEP4, MITOCHONDRIAL (PTHR19288:SF25)"	phosphatase(PC00181)	phosphatidylglycerophosphatase activity(GO:0008962)		
SORBI_3004G331600	DNA replication licensing factor MCM5	DNA REPLICATION LICENSING FACTOR MCM5 (PTHR11630:SF42)	DNA metabolism protein(PC00009)	DNA binding(GO:0003677);DNA helicase activity(GO:0003678);DNA replication origin binding(GO:0003688);single-stranded DNA binding(GO:0003697);helicase activity(GO:0004386);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);single-stranded DNA helicase activity(GO:0017116);3'-5' DNA helicase activity(GO:0043138)	double-strand break repair via break-induced replication(GO:0000727);DNA replication(GO:0006260);DNA replication initiation(GO:0006270)	nucleus(GO:0005634);chromosome(GO:0005694);MCM complex(GO:0042555)
SORBI_3008G106550	DUF295 domain-containing protein	DUF295 DOMAIN-CONTAINING PROTEIN (PTHR33165:SF33)				
SORBI_3007G042300	TMPIT-like protein	TRANSMEMBRANE PROTEIN 120 HOMOLOG (PTHR21433:SF0)				membrane(GO:0016020)
SORBI_3008G123700	Uncharacterized protein	OS12G0449900 PROTEIN (PTHR33115:SF22)				
SORBI_3010G191100	BHLH domain-containing protein	TRANSCRIPTION FACTOR BHLH48-RELATED (PTHR12565:SF112)		protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3003G122500	RRM domain-containing protein	RNA-BINDING PROTEIN P (PTHR10352:SF35)	translation initiation factor(PC00224)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)	mRNA transport(GO:0051028)	nucleus(GO:0005634);cytoplasm(GO:0005737)
SORBI_3002G184900	Thioredoxin domain-containing protein	"PROTEIN SCO1 HOMOLOG 2, MITOCHONDRIAL (PTHR12151:SF1)"	oxidase(PC00175)		copper ion homeostasis(GO:0055070)	
SORBI_3008G094400	Bidirectional sugar transporter SWEET	BIDIRECTIONAL SUGAR TRANSPORTER SWEET11 (PTHR10791:SF22)		sugar transmembrane transporter activity(GO:0051119)	carbohydrate transmembrane transport(GO:0034219)	plasma membrane(GO:0005886);membrane(GO:0016020)
SORBI_3001G269100	Alpha-mannosidase	ALPHA-MANNOSIDASE (PTHR11607:SF58)	glycosidase(PC00110)	alpha-mannosidase activity(GO:0004559);carbohydrate binding(GO:0030246)	carbohydrate metabolic process(GO:0005975);mannose metabolic process(GO:0006013)	
SORBI_3002G043100	Histone deacetylase domain-containing protein	HISTONE DEACETYLASE (PTHR10625:SF5)		"histone deacetylase activity(GO:0004407);histone deacetylase activity, hydrolytic mechanism(GO:0141221)"	chromatin remodeling(GO:0006338);regulation of gene expression(GO:0010468)	nucleus(GO:0005634);cytoplasm(GO:0005737)
SORBI_3002G044100	Phytocyanin domain-containing protein (Fragment)	OS07G0165900 PROTEIN (PTHR33021:SF557)		electron transfer activity(GO:0009055)	response to symbiotic fungus(GO:0009610)	membrane(GO:0016020)
