condition	layer	GeneID	GeneName	Family_Sufamily	ProteinClass	GO_MF	GO_BP	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes	GO_CC
LIN	individual	SORBI_3002G211200	Uncharacterized protein	""	""	""	""	2	60384081	60386940	1.744996e-12	10	0.957508	1	FA(22:1)	""
LIN	individual	SORBI_3002G211300	alanine transaminase	ALANINE TRANSAMINASE (PTHR11751:SF440)	transaminase(PC00216)	L-alanine:2-oxoglutarate aminotransferase activity(GO:0004021);transaminase activity(GO:0008483);transferase activity(GO:0016740);pyridoxal phosphate binding(GO:0030170)	L-alanine catabolic process(GO:0042853)	2	60387025	60396679	1.744996e-12	10	0.964464	1	FA(22:1)	""
LIN	individual	SORBI_3002G211400	F-box domain-containing protein	OS07G0120400 PROTEIN (PTHR32133:SF408)	""	""	""	2	60406524	60409023	1.744996e-12	10	0.950542	1	FA(22:1)	""
LIN	individual	SORBI_3002G211501	Uncharacterized protein	50 KDA GAMMA-ZEIN (PTHR33454:SF14)	""	""	""	2	60415672	60416649	1.744996e-12	10	1	1	FA(22:1)	""
LIN	individual	SORBI_3002G211700	Gamma-kafirin	GLUTELIN-2 (PTHR33454:SF17)	""	nutrient reservoir activity(GO:0045735)	""	2	60423442	60424313	1.744996e-12	10	1	1	FA(22:1)	""
LIN	individual	SORBI_3003G163200						3	20367129	20375254	1.757879e-12	1	0.561191	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3003G163301	Uncharacterized protein	""	""	""	""	3	20397100	20398958	1.757879e-12	1	0.436569	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3003G163900						3	20557178	20563161	1.757879e-12	1	0.405681	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3003G164000						3	20643319	20644301	1.757879e-12	1	0.55529	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3008G106301	Uncharacterized protein	""	""	""	""	8	50023248	50024607	1.766655e-12	68	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3009G033700	Protein kinase domain-containing protein	OS05G0135800 PROTEIN (PTHR47983:SF3)	""	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	""	9	3054790	3058886	1.863103e-12	3	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3003G410800	Exostosin GT47 domain-containing protein	BETA-1,4-XYLOSYLTRANSFERASE IRX10L-RELATED (PTHR11062:SF200)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757)	plant-type secondary cell wall biogenesis(GO:0009834);glucuronoxylan biosynthetic process(GO:0010417)	3	71813444	71816720	1.904759e-12	1	0.469464	1	FA(22:1)	Golgi membrane(GO:0000139)
LIN	individual	SORBI_3003G390100	Methyltransferase	METHYLTRANSFERASE PMT19-RELATED (PTHR10108:SF968)	methyltransferase(PC00155)	methyltransferase activity(GO:0008168);transferase activity(GO:0016740)	methylation(GO:0032259)	3	70131393	70134570	1.905507e-12	3	0.497168	1	FA(22:1)	cytoplasm(GO:0005737);endomembrane system(GO:0012505);membrane(GO:0016020)
LIN	individual	SORBI_3005G125400	S-type anion channel SLAH3	OS07G0181100 PROTEIN (PTHR31269:SF23)	""	voltage-gated monoatomic anion channel activity(GO:0008308)	monoatomic ion transport(GO:0006811);intracellular monoatomic ion homeostasis(GO:0006873);transmembrane transport(GO:0055085);monoatomic anion transmembrane transport(GO:0098656)	5	54770158	54773326	2.08943e-12	51	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	plasma membrane(GO:0005886);endomembrane system(GO:0012505);membrane(GO:0016020)
LIN	individual	SORBI_3005G125600	No apical meristem-associated C-terminal domain-containing protein	NO-APICAL-MERISTEM-ASSOCIATED CARBOXY-TERMINAL DOMAIN PROTEIN (PTHR45125:SF3)	""	""	""	5	54862505	54863462	2.08943e-12	56	0.65811	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3005G125700	Uncharacterized protein	""	""	""	""	5	54943443	54947361	2.08943e-12	56	0.964857	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3005G125950	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein	LEUCINE-RICH REPEAT-CONTAINING N-TERMINAL PLANT-TYPE DOMAIN-CONTAINING PROTEIN (PTHR47988:SF95)	transmembrane signal receptor(PC00197)	transmembrane receptor protein serine/threonine kinase activity(GO:0004675)	signal transduction(GO:0007165);cell surface receptor protein serine/threonine kinase signaling pathway(GO:0007178)	5	55005547	55008040	2.08943e-12	56	0.6094	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	plasma membrane(GO:0005886)
LIN	individual	SORBI_3009G110600	F-box domain-containing protein	OS08G0328600 PROTEIN (PTHR32141:SF26)	""	""	""	9	44563019	44565070	2.113399e-12	8	0.835031	1	PC(18:2_20:4)	""
LIN	individual	SORBI_3009G110700	F-box domain-containing protein	F-BOX DOMAIN CONTAINING PROTEIN (PTHR31639:SF289)	""	""	""	9	44565324	44566895	2.113399e-12	8	0.876633	1	PC(18:2_20:4)	""
LIN	individual	SORBI_3009G110800	F-box domain-containing protein	OS08G0328600 PROTEIN (PTHR32141:SF26)	""	""	""	9	44579326	44581200	2.113399e-12	8	0.897698	1	PC(18:2_20:4)	""
LIN	individual	SORBI_3009G111000	Pectinesterase	PECTINESTERASE (PTHR31707:SF12)	esterase(PC00097)	enzyme inhibitor activity(GO:0004857);hydrolase activity(GO:0016787);pectinesterase activity(GO:0030599);pectinesterase inhibitor activity(GO:0046910)	cell wall modification(GO:0042545);pectin catabolic process(GO:0045490);cell wall organization(GO:0071555)	9	44638293	44647142	2.113399e-12	9	0.913389	1	PC(18:2_20:4)	extracellular region(GO:0005576)
LIN	individual	SORBI_3009G111050	Uncharacterized protein	""	""	""	""	9	44666506	44668857	2.113399e-12	7	0.889195	1	PC(18:2_20:4)	""
LIN	individual	SORBI_3009G111100	Rx N-terminal domain-containing protein	RX N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR33377:SF52)	""	""	""	9	44679493	44681333	2.113399e-12	8	0.918183	1	PC(18:2_20:4)	""
LIN	individual	SORBI_3009G111200	AP2_ERF domain-containing protein	OS05G0361700 PROTEIN (PTHR31190:SF487)	""	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);ethylene-activated signaling pathway(GO:0009873)	9	44785084	44786853	2.113399e-12	9	0.694833	1	PC(18:2_20:4)	nucleus(GO:0005634)
LIN	individual	SORBI_3005G194300	HMA domain-containing protein	HEAVY METAL TRANSPORT_DETOXIFICATION SUPERFAMILY PROTEIN (PTHR47005:SF5)	""	metal ion binding(GO:0046872)	regulation of defense response to fungus(GO:1900150)	5	67790973	67794543	2.210813e-12	1	0.477338	1	TG(18:2_18:3_22:1)	""
LIN	individual	SORBI_3005G194500						5	67832274	67834564	2.210813e-12	1	0.697204	1	TG(18:2_18:3_22:1)	
LIN	individual	SORBI_3005G195700						5	67987921	67990692	2.210813e-12	1	0.414291	1	TG(18:2_18:3_22:1)	
LIN	individual	SORBI_3002G231000	GRAM domain-containing protein	OS09G0466300 PROTEIN (PTHR31969:SF5)	""	""	""	2	62235266	62237093	2.317268e-12	1	0.42276	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3002G232100						2	62316761	62318237	2.317268e-12	8	0.516918	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3002G233600	Glycosyl hydrolase family 13 catalytic domain-containing protein	ISOAMYLASE 3, CHLOROPLASTIC (PTHR43002:SF3)	amylase(PC00048)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity(GO:0016787);isoamylase activity(GO:0019156)	carbohydrate metabolic process(GO:0005975)	2	62457138	62468227	2.317268e-12	9	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	chloroplast(GO:0009507)
LIN	individual	SORBI_3002G235800	Uncharacterized protein	OS09G0474600 PROTEIN (PTHR36313:SF7)	growth factor(PC00112)	growth factor activity(GO:0008083)	signal transduction(GO:0007165);regulation of root meristem growth(GO:0010082)	2	62668558	62670149	2.317268e-12	1	0.600853	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3010G140100	Uncharacterized protein	""	""	""	""	10	25357014	25359626	2.450644e-12	40	0.982662	1	SQDG(16:0_18:1)	""
LIN	individual	SORBI_3001G260850	Uncharacterized protein	""	""	""	""	1	31993325	32001419	2.490756e-12	2	0.847223	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G070600						1	5379263	5384871	2.575284e-12	1	0.812246	1	FA(22:1)	
LIN	individual	SORBI_3001G070700						1	5384956	5389427	2.575284e-12	1	0.825506	1	FA(22:1)	
LIN	individual	SORBI_3001G072400	Uncharacterized protein	""	""	""	""	1	5500965	5502534	2.575284e-12	1	0.446809	1	FA(22:1)	""
LIN	individual	SORBI_3001G073500	5'-nucleotidase	CYTOSOLIC PURINE 5'-NUCLEOTIDASE (PTHR12103:SF15)	nucleotide phosphatase(PC00173)	5'-nucleotidase activity(GO:0008253);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	""	1	5579855	5596726	2.575284e-12	1	0.617094	1	FA(22:1)	""
LIN	individual	SORBI_3001G258300	GDSL esterase_lipase	GDSL-LIKE LIPASE_ACYLHYDROLASE FAMILY PROTEIN, EXPRESSED (PTHR22835:SF166)	""	hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788)	""	1	30661673	30663370	2.684598e-12	5	0.727614	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3008G119900	Subtilisin-like protease	SUBTILISIN1 (PTHR10795:SF766)	serine protease(PC00203)	serine-type endopeptidase activity(GO:0004252);peptidase activity(GO:0008233);serine-type peptidase activity(GO:0008236);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	8	53244601	53249082	2.735216e-12	1	0.439439	1	TG(18:2_18:3_22:1)	extracellular region(GO:0005576)
LIN	individual	SORBI_3010G135100	Uncharacterized protein	OS06G0327400 PROTEIN (PTHR34996:SF3)	""	""	""	10	20061011	20061586	3.193903e-12	163	0.849344	1	SQDG(16:0_18:1)	""
LIN	individual	SORBI_3010G135200	Uncharacterized protein	""	""	""	""	10	20161687	20162388	3.193903e-12	106	0.839891	1	SQDG(16:0_18:1)	""
LIN	individual	SORBI_3005G125800	Uncharacterized protein	""	""	""	""	5	54990371	54991442	3.259052e-12	55	0.59466	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3005G126300	BRO1 domain-containing protein	ENDOSOMAL TARGETING BRO1-LIKE DOMAIN-CONTAINING PROTEIN (PTHR23032:SF2)	""	""	""	5	55036181	55040015	3.259052e-12	46	0.690755	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3002G096300	Thioesterase domain-containing protein	""	""	""	""	2	10150426	10152849	4.05272e-12	44	0.675431	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3002G096700	NAC domain-containing protein	NAC TRANSCRIPTION FACTOR 14 (PTHR31989:SF149)	""	DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355)	2	10199623	10200663	4.05272e-12	28	0.955215	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	nucleus(GO:0005634)
LIN	individual	SORBI_3002G096800	F-box domain-containing protein	""	""	""	""	2	10219517	10221161	4.05272e-12	28	0.909907	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3002G097000	Uncharacterized protein	VACUOLE MEMBRANE PROTEIN KMS1 (PTHR34965:SF2)	""	""	""	2	10242608	10245807	4.05272e-12	28	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3002G097100	FBD domain-containing protein	OS12G0595200 PROTEIN (PTHR32141:SF168)	""	""	""	2	10262128	10264763	4.05272e-12	28	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3010G138700	Pentatricopeptide repeat-containing protein	OS06G0493801 PROTEIN (PTHR47928:SF137)	""	RNA binding(GO:0003723)	RNA modification(GO:0009451)	10	23206737	23208743	4.187232e-12	16	0.966874	1	SQDG(16:0_18:1)	""
LIN	individual	SORBI_3010G138800	Uncharacterized protein	PHOSPHATE TRANSPORTER PHO1 HOMOLOG 1 (PTHR10783:SF35)	secondary carrier transporter(PC00258)	inositol hexakisphosphate binding(GO:0000822);phosphate transmembrane transporter activity(GO:0005315)	phosphate ion transport(GO:0006817);cellular response to phosphate starvation(GO:0016036);transmembrane transport(GO:0055085)	10	23209632	23214961	4.187232e-12	16	0.965902	1	SQDG(16:0_18:1)	trans-Golgi network(GO:0005802);endomembrane system(GO:0012505);membrane(GO:0016020)
LIN	individual	SORBI_3010G138900	CMP_dCMP-type deaminase domain-containing protein	TRNA(ADENINE(34)) DEAMINASE, CHLOROPLASTIC (PTHR11079:SF179)	deaminase(PC00088)	catalytic activity(GO:0003824);tRNA-specific adenosine deaminase activity(GO:0008251);hydrolase activity(GO:0016787);metal ion binding(GO:0046872);tRNA-specific adenosine-34 deaminase activity(GO:0052717)	tRNA wobble adenosine to inosine editing(GO:0002100);tRNA processing(GO:0008033)	10	23383964	23393688	4.187232e-12	27	0.979359	1	SQDG(16:0_18:1)	chloroplast(GO:0009507)
LIN	individual	SORBI_3001G136800	Uncharacterized protein	DUAL SPECIFICITY PROTEIN PHOSPHATASE 1 (PTHR10159:SF511)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);protein tyrosine phosphatase activity(GO:0004725);protein kinase inhibitor activity(GO:0004860);protein tyrosine/threonine phosphatase activity(GO:0008330);hydrolase activity(GO:0016787);phosphatase activity(GO:0016791);MAP kinase tyrosine/serine/threonine phosphatase activity(GO:0017017);MAP kinase phosphatase activity(GO:0033549);MAP kinase tyrosine phosphatase activity(GO:0033550)	response to oxidative stress(GO:0006979);response to ozone(GO:0010193);negative regulation of plant-type hypersensitive response(GO:0034051);cellular response to oxidative stress(GO:0034599)	1	10815463	10819827	4.277822e-12	2	1	1	TG(14:0_18:3_18:3)	nucleus(GO:0005634);cytoplasm(GO:0005737)
LIN	individual	SORBI_3001G136900	UBC core domain-containing protein	UBIQUITIN-CONJUGATING ENZYME E2 W (PTHR24068:SF153)	ubiquitin-protein ligase(PC00234)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);transferase activity(GO:0016740);ubiquitin conjugating enzyme activity(GO:0061631)	protein polyubiquitination(GO:0000209)	1	10822421	10825553	4.277822e-12	1	0.42848	1	TG(14:0_18:3_18:3)	nucleus(GO:0005634)
LIN	individual	SORBI_3008G099166						8	47195566	47197103	5.047779e-12	4	0.933926	1	PC(18:2_20:4)	
LIN	individual	SORBI_3008G099232						8	47197710	47212341	5.047779e-12	4	0.941822	1	PC(18:2_20:4)	
LIN	individual	SORBI_3008G099300						8	47212477	47217111	5.047779e-12	4	0.938454	1	PC(18:2_20:4)	
LIN	individual	SORBI_3005G190200	BTB domain-containing protein	BTB DOMAIN-CONTAINING PROTEIN (PTHR26379:SF457)	""	""	protein ubiquitination(GO:0016567)	5	67430431	67431277	5.283273e-12	11	0.541812	1	TG(16:0_18:2_18:3)	""
LIN	individual	SORBI_3005G193220						5	67664574	67665522	5.283273e-12	13	0.586806	1	TG(16:0_18:2_18:3)	
LIN	individual	SORBI_3010G125866	Uncharacterized protein	""	""	""	""	10	15596908	15597636	5.483313e-12	5	0.623477	1	SQDG(16:0_18:1)	""
LIN	individual	SORBI_3010G126300	Uncharacterized protein	""	""	""	""	10	15820173	15821061	5.483313e-12	4	0.621009	1	SQDG(16:0_18:1)	""
LIN	individual	SORBI_3010G126600	Uncharacterized protein	OS01G0368700 PROTEIN (PTHR31621:SF28)	""	""	endomembrane system organization(GO:0010256)	10	15996301	15997424	5.483313e-12	7	0.579601	1	SQDG(16:0_18:1)	cytoplasm(GO:0005737);membrane(GO:0016020)
LIN	individual	SORBI_3010G126800	Protein kinase domain-containing protein	LECTIN-LIKE RECEPTOR PROTEIN KINASE FAMILY PROTEIN-RELATED (PTHR27007:SF159)	""	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);transmembrane receptor protein serine/threonine kinase activity(GO:0004675);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);carbohydrate binding(GO:0030246)	defense response to oomycetes(GO:0002229);cell surface receptor protein serine/threonine kinase signaling pathway(GO:0007178);defense response to bacterium(GO:0042742)	10	16040372	16042635	5.483313e-12	7	0.595262	1	SQDG(16:0_18:1)	plasma membrane(GO:0005886);membrane(GO:0016020)
LIN	individual	SORBI_3010G127100	Uncharacterized protein	""	""	""	""	10	16061498	16063329	5.483313e-12	9	0.568851	1	SQDG(16:0_18:1)	""
LIN	individual	SORBI_3001G256300	Uncharacterized protein	""	""	""	""	1	29779197	29787438	5.511164e-12	1	0.470875	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G256400	Pentatricopeptide repeat-containing protein	OS10G0400250 PROTEIN (PTHR47928:SF30)	""	RNA binding(GO:0003723)	RNA modification(GO:0009451)	1	29814364	29825061	5.511164e-12	1	0.463255	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G256500	Uncharacterized protein	""	""	""	""	1	29826575	29828121	5.511164e-12	3	0.468754	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3010G171400	DUF4408 domain-containing protein	OS06G0566500 PROTEIN (PTHR33098:SF119)	""	""	""	10	50311412	50314560	5.519015e-12	1	1	1	PC(18:2_20:4)	""
LIN	individual	SORBI_3003G087800						3	7628737	7629274	5.65835e-12	1	0.405713	1	FA(22:1)	
LIN	individual	SORBI_3003G087900						3	7631052	7637057	5.65835e-12	1	0.41441	1	FA(22:1)	
LIN	individual	SORBI_3001G400800	Pathogenesis-related protein 10c	OS03G0300400 PROTEIN (PTHR31213:SF201)	""	protein phosphatase inhibitor activity(GO:0004864);abscisic acid binding(GO:0010427);signaling receptor activity(GO:0038023)	defense response(GO:0006952);abscisic acid-activated signaling pathway(GO:0009738)	1	68615749	68616733	7.159914e-12	9	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	nucleus(GO:0005634);cytoplasm(GO:0005737)
LIN	individual	SORBI_3001G401200	Pathogenesis-related protein 10a	OS03G0300400 PROTEIN (PTHR31213:SF201)	""	protein phosphatase inhibitor activity(GO:0004864);abscisic acid binding(GO:0010427);signaling receptor activity(GO:0038023)	defense response(GO:0006952);abscisic acid-activated signaling pathway(GO:0009738)	1	68683354	68684425	7.159914e-12	9	0.903864	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	nucleus(GO:0005634);cytoplasm(GO:0005737)
LIN	individual	SORBI_3001G401400	Small-subunit processome Utp12 domain-containing protein	OS03G0300300 PROTEIN (PTHR45290:SF1)	""	""	""	1	68691355	68698537	7.159914e-12	9	0.915215	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	nucleolus(GO:0005730)
LIN	individual	SORBI_3001G401500						1	68698512	68703157	7.159914e-12	9	0.915215	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3001G401600						1	68708279	68710984	7.159914e-12	9	0.745919	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3001G401900	Wound-induced protein 1	OS03G0299600 PROTEIN (PTHR33703:SF13)	""	""	""	1	68736151	68738584	7.159914e-12	9	0.933359	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G021000	Nicotinate phosphoribosyltransferase	NICOTINATE PHOSPHORIBOSYLTRANSFERASE (PTHR11098:SF1)	glycosyltransferase(PC00111)	nicotinate phosphoribosyltransferase activity(GO:0004516);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);ligase activity(GO:0016874);metal ion binding(GO:0046872)	NAD+ biosynthetic process(GO:0009435);pyridine nucleotide biosynthetic process(GO:0019363);NAD+ biosynthetic process via the salvage pathway(GO:0034355)	1	1729643	1737804	7.25892e-12	11	0.533571	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	cytosol(GO:0005829)
LIN	individual	SORBI_3001G021200	Uncharacterized protein	""	""	""	""	1	1742695	1745249	7.25892e-12	11	0.49407	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G021500	Cellulose synthase	CELLULOSE SYNTHASE (PTHR13301:SF236)	DNA-binding transcription factor(PC00218)	zinc ion binding(GO:0008270);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);cellulose synthase activity(GO:0016759);cellulose synthase (UDP-forming) activity(GO:0016760);metal ion binding(GO:0046872)	plant-type primary cell wall biogenesis(GO:0009833);plant-type secondary cell wall biogenesis(GO:0009834);cellulose biosynthetic process(GO:0030244);cell wall organization(GO:0071555)	1	1770077	1776290	7.25892e-12	14	0.695311	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	plasma membrane(GO:0005886);membrane(GO:0016020)
LIN	individual	SORBI_3001G021601	Uncharacterized protein	""	""	""	""	1	1778259	1779825	7.25892e-12	14	0.745327	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3003G199900	Aminotransferase class I_classII domain-containing protein	OS02G0302200 PROTEIN (PTHR45744:SF13)	transaminase(PC00216)	L-tyrosine-2-oxoglutarate transaminase activity(GO:0004838);transaminase activity(GO:0008483);pyridoxal phosphate binding(GO:0030170)	amino acid metabolic process(GO:0006520);L-tyrosine catabolic process(GO:0006572)	3	52697511	52704769	7.353324e-12	30	1	1	PC(18:2_20:4)	""
LIN	individual	SORBI_3003G200100	DUF632 domain-containing protein	REDUCTASE SUBUNIT C, PUTATIVE (DUF630 AND DUF632)-RELATED (PTHR21450:SF21)	""	""	""	3	52775039	52783525	7.353324e-12	25	1	1	PC(18:2_20:4)	""
