Condition	Theme	GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	Best_P_Value	Max_N_Phenotypes	TraitLayers
LIN	Cell wall and barrier remodeling	SORBI_3004G007600	Glycosyltransferase	BETA-1,2-XYLOSYLTRANSFEREASE XAX1 (PTHR20961:SF27)	glycosyltransferase(PC00111)	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);pentosyltransferase activity(GO:0016763);UDP-xylosyltransferase activity(GO:0035252)	plant-type cell wall organization(GO:0009664)	4.93e-15	3	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G479800	Hexosyltransferase	UDP-GLUCURONATE:XYLAN ALPHA-GLUCURONOSYLTRANSFERASE 2 (PTHR11183:SF44)	glycosyltransferase(PC00111)	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);metal ion binding(GO:0046872)	xylan biosynthetic process(GO:0045492);cell wall organization(GO:0071555)	2.57e-14	3	Individual
LIN	Cell wall and barrier remodeling	SORBI_3002G210700	Pectinesterase	PECTINESTERASE (PTHR31707:SF192)	esterase(PC00097)	enzyme inhibitor activity(GO:0004857);hydrolase activity(GO:0016787);pectinesterase activity(GO:0030599);pectinesterase inhibitor activity(GO:0046910)	cell wall modification(GO:0042545);pectin catabolic process(GO:0045490)	1.74e-12	3	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G021500	Cellulose synthase	CELLULOSE SYNTHASE (PTHR13301:SF236)	DNA-binding transcription factor(PC00218)	zinc ion binding(GO:0008270);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);cellulose synthase activity(GO:0016759);cellulose synthase (UDP-forming) activity(GO:0016760);metal ion binding(GO:0046872)	plant-type primary cell wall biogenesis(GO:0009833);plant-type secondary cell wall biogenesis(GO:0009834);cellulose biosynthetic process(GO:0030244);cell wall organization(GO:0071555)	7.26e-12	3	Individual
LIN	Cell wall and barrier remodeling	SORBI_3007G180450	Peptidase S54 rhomboid domain-containing protein	OS06G0509600 PROTEIN (PTHR31375:SF124)	NA	serine-type endopeptidase activity(GO:0004252);hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);polygalacturonase activity(GO:0004650);peptidase activity(GO:0008233);serine-type peptidase activity(GO:0008236);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);galacturan 1,4-alpha-galacturonidase activity(GO:0047911)	carbohydrate metabolic process(GO:0005975);proteolysis(GO:0006508);cell wall organization(GO:0071555)	1.55e-10	3	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G237900	Expansin	EXPANSIN-A28 (PTHR31867:SF77)	NA	NA	plant-type cell wall organization(GO:0009664);cell wall organization(GO:0071555)	5.62e-10	3	Individual
LIN	Cell wall and barrier remodeling	SORBI_3001G238000	Expansin	EXPANSIN (PTHR31867:SF139)	NA	NA	plant-type cell wall organization(GO:0009664);cell wall organization(GO:0071555)	5.62e-10	3	Individual
LIN	Cell wall and barrier remodeling	SORBI_3007G018000	Expansin	EXPANSIN-A21-RELATED (PTHR31867:SF132)	NA	NA	plant-type cell wall organization(GO:0009664);cell wall organization(GO:0071555)	7.34e-10	3	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3007G162200	GDSL esterase_lipase	OS08G0565900 PROTEIN (PTHR45648:SF163)	lipase(PC00143)	hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788)	lipid catabolic process(GO:0016042);cutin-based cuticle development(GO:0160062)	5.66e-14	2	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3010G152900	Fibronectin type III-like domain-containing protein	GLYCOSYL HYDROLASE FAMILY 3 C TERMINAL DOMAIN CONTAINING PROTEIN (PTHR42721:SF46)	glucosidase(PC00108)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);xylan 1,4-beta-xylosidase activity(GO:0009044);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);alpha-L-arabinofuranosidase activity(GO:0046556)	carbohydrate metabolic process(GO:0005975);arabinan catabolic process(GO:0031222);xylan catabolic process(GO:0045493)	4.65e-11	2	Individual
LIN	Cell wall and barrier remodeling	SORBI_3001G328900	Pectinesterase inhibitor domain-containing protein	PECTINESTERASE INHIBITOR DOMAIN-CONTAINING PROTEIN (PTHR31080:SF71)	NA	enzyme inhibitor activity(GO:0004857)	plant-type cell wall modification(GO:0009827)	1.07e-10	2	Individual
LIN	Cell wall and barrier remodeling	SORBI_3003G203900	Pectinesterase inhibitor domain-containing protein	OS04G0445300 PROTEIN (PTHR31080:SF301)	NA	enzyme inhibitor activity(GO:0004857)	plant-type cell wall modification(GO:0009827)	1.15e-10	2	Individual
LIN	Cell wall and barrier remodeling	SORBI_3007G222600	FAS1 domain-containing protein	FAS1 DOMAIN-CONTAINING PROTEIN SELMODRAFT_448915 (PTHR32077:SF86)	cell adhesion molecule(PC00069)	NA	plant-type secondary cell wall biogenesis(GO:0009834)	2.7e-10	2	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3008G022500	Hexosyltransferase	HEXOSYLTRANSFERASE (PTHR32116:SF105)	transferase(PC00220)	glycosyltransferase activity(GO:0016757);polygalacturonate 4-alpha-galacturonosyltransferase activity(GO:0047262)	pectin biosynthetic process(GO:0045489);cell wall organization(GO:0071555)	3.18e-10	2	Individual
LIN	Cell wall and barrier remodeling	SORBI_3007G205700	chitinase	CHITINASE (PTHR22595:SF96)	NA	chitinase activity(GO:0004568);endochitinase activity(GO:0008843);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	polysaccharide catabolic process(GO:0000272);carbohydrate metabolic process(GO:0005975);chitin catabolic process(GO:0006032);cell wall macromolecule catabolic process(GO:0016998)	8.14e-10	2	Individual
LIN	Cell wall and barrier remodeling	SORBI_3009G146500	Beta-galactosidase	BETA-GALACTOSIDASE 7 (PTHR23421:SF190)	galactosidase(PC00104)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-galactosidase activity(GO:0004565);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);carbohydrate binding(GO:0030246)	carbohydrate metabolic process(GO:0005975);plant-type cell wall modification(GO:0009827);galactose catabolic process(GO:0019388)	8.85e-10	2	Individual
LIN	Cell wall and barrier remodeling	SORBI_3010G071300	Pectinesterase inhibitor domain-containing protein	PECTINESTERASE_PECTINESTERASE INHIBITOR 12-RELATED (PTHR31707:SF156)	esterase(PC00097)	enzyme inhibitor activity(GO:0004857);hydrolase activity(GO:0016787);pectinesterase activity(GO:0030599);pectinesterase inhibitor activity(GO:0046910)	cell wall modification(GO:0042545);pectin catabolic process(GO:0045490)	1.01e-09	2	Individual
LIN	Cell wall and barrier remodeling	SORBI_3001G252700	Glycosyltransferase 2-like domain-containing protein	GLUCOMANNAN 4-BETA-MANNOSYLTRANSFERASE 2-RELATED (PTHR32044:SF79)	NA	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);glucomannan 4-beta-mannosyltransferase activity(GO:0047259);mannan synthase activity(GO:0051753)	cell wall organization(GO:0071555)	1.51e-09	2	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3010G158832	X8 domain-containing protein	PLASMODESMATA CALLOSE-BINDING PROTEIN 5 (PTHR31044:SF33)	NA	NA	NA	1.67e-09	2	Individual
LIN	Cell wall and barrier remodeling	SORBI_3006G255400	Cell wall invertase	BETA-FRUCTOFURANOSIDASE, INSOLUBLE ISOENZYME 6 (PTHR31953:SF15)	NA	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975)	2.1e-09	2	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3006G255500	Cell wall invertase	BETA-FRUCTOFURANOSIDASE, INSOLUBLE ISOENZYME 5 (PTHR31953:SF50)	NA	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975)	2.1e-09	2	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3006G255600	Cell wall invertase	BETA-FRUCTOFURANOSIDASE, INSOLUBLE ISOENZYME 7 (PTHR31953:SF13)	NA	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975)	2.1e-09	2	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G250200	Phospholipid_glycerol acyltransferase domain-containing protein	OS10G0413400 PROTEIN (PTHR15486:SF83)	scaffold/adaptor protein(PC00226)	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);phosphatase activity(GO:0016791);glycerol-3-phosphate 2-O-acyltransferase activity(GO:0090447)	cutin biosynthetic process(GO:0010143)	2.29e-09	2	Individual
LIN	Cell wall and barrier remodeling	SORBI_3008G135901	Pectinesterase	PECTINESTERASE (PTHR31321:SF80)	hydrolase(PC00121)	hydrolase activity(GO:0016787);pectinesterase activity(GO:0030599)	cell wall modification(GO:0042545);pectin catabolic process(GO:0045490)	3.8e-09	2	Individual
LIN	Cell wall and barrier remodeling	SORBI_3002G139900	Glycosyltransferase 2-like domain-containing protein	OS09G0572500 PROTEIN (PTHR32044:SF64)	NA	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);glucomannan 4-beta-mannosyltransferase activity(GO:0047259);mannan synthase activity(GO:0051753)	cell wall organization(GO:0071555)	7.17e-09	2	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3009G119600	Trichome birefringence-like N-terminal domain-containing protein	PROTEIN TRICHOME BIREFRINGENCE-LIKE 9 (PTHR32285:SF53)	NA	O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	NA	8.11e-09	2	Individual
LIN	Cell wall and barrier remodeling	SORBI_3001G482300	3-ketoacyl-CoA synthase	3-KETOACYL-COA SYNTHASE 10 (PTHR31561:SF2)	NA	fatty acid elongase activity(GO:0009922);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	very long-chain fatty acid metabolic process(GO:0000038);fatty acid biosynthetic process(GO:0006633);lipid biosynthetic process(GO:0008610);response to cold(GO:0009409);response to light stimulus(GO:0009416);plant epidermal cell differentiation(GO:0090627);cutin-based cuticle development(GO:0160062)	2.75e-15	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3004G028700	Polygalacturonase	PECTIN LYASE-LIKE SUPERFAMILY PROTEIN (PTHR31375:SF29)	NA	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);polygalacturonase activity(GO:0004650);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975);cell wall organization(GO:0071555)	1.73e-14	1	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G026100	Phospholipid_glycerol acyltransferase domain-containing protein	OS01G0329000 PROTEIN (PTHR15486:SF90)	scaffold/adaptor protein(PC00226)	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);phosphatase activity(GO:0016791);glycerol-3-phosphate 2-O-acyltransferase activity(GO:0090447)	cutin biosynthetic process(GO:0010143)	2.39e-14	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3004G091000	Pectate lyase	PECTATE LYASE (PTHR31683:SF208)	lyase(PC00144)	lyase activity(GO:0016829);pectate lyase activity(GO:0030570);metal ion binding(GO:0046872)	pectin catabolic process(GO:0045490)	9.71e-14	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3001G395700	Trichome birefringence-like N-terminal domain-containing protein	TRICHOME BIREFRINGENCE-LIKE N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR32285:SF211)	NA	O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	NA	1.06e-13	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3010G096400	Trichome birefringence-like N-terminal domain-containing protein	OS06G0234600 PROTEIN (PTHR32285:SF253)	NA	O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	NA	3.3e-13	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3010G096500	Trichome birefringence-like N-terminal domain-containing protein	TRICHOME BIREFRINGENCE-LIKE N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR32285:SF156)	NA	O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	NA	3.3e-13	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3003G376700	Hexosyltransferase	HEXOSYLTRANSFERASE (PTHR11183:SF115)	glycosyltransferase(PC00111)	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);metal ion binding(GO:0046872);glucuronoxylan glucuronosyltransferase activity(GO:0080116)	xylan biosynthetic process(GO:0045492);cell wall organization(GO:0071555)	4.86e-13	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3008G033400	Trichome birefringence-like N-terminal domain-containing protein	PROTEIN TRICHOME BIREFRINGENCE-LIKE 11 (PTHR32285:SF213)	NA	O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	NA	8.73e-13	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3006G194800	Pectinesterase inhibitor domain-containing protein	OS04G0587100 PROTEIN (PTHR31080:SF76)	NA	enzyme inhibitor activity(GO:0004857)	plant-type cell wall modification(GO:0009827)	2.69e-12	1	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3006G194900	Pectinesterase inhibitor domain-containing protein	OS04G0587100 PROTEIN (PTHR31080:SF76)	NA	enzyme inhibitor activity(GO:0004857)	plant-type cell wall modification(GO:0009827)	2.69e-12	1	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G454800	Polygalacturonase	POLYGALACTURONASE ADPG2 (PTHR31375:SF175)	NA	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);polygalacturonase activity(GO:0004650);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975);anther dehiscence(GO:0009901);fruit dehiscence(GO:0010047);pectin catabolic process(GO:0045490);cell wall organization(GO:0071555)	2.82e-12	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3005G211500	Fibronectin type III-like domain-containing protein	BETA-D-XYLOSIDASE 2-RELATED (PTHR42721:SF45)	glucosidase(PC00108)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);xylan 1,4-beta-xylosidase activity(GO:0009044);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);alpha-L-arabinofuranosidase activity(GO:0046556)	carbohydrate metabolic process(GO:0005975);arabinan catabolic process(GO:0031222);xylan catabolic process(GO:0045493)	8.4e-12	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3001G252300	Pectinesterase catalytic domain-containing protein	PECTINESTERASE 31 (PTHR31321:SF12)	hydrolase(PC00121)	hydrolase activity(GO:0016787);pectinesterase activity(GO:0030599)	cell wall modification(GO:0042545);pectin catabolic process(GO:0045490)	9.7e-12	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3003G150600	Pectin acetylesterase	PECTIN ACETYLESTERASE (PTHR21562:SF95)	NA	hydrolase activity(GO:0016787);pectin acetylesterase activity(GO:0052793)	cell wall organization(GO:0071555)	1.39e-11	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3010G114300	Trichome birefringence-like N-terminal domain-containing protein	OS06G0272800 PROTEIN (PTHR32285:SF61)	NA	O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	NA	2.67e-11	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3003G100100	Pectinesterase inhibitor domain-containing protein	OS12G0128900 PROTEIN (PTHR31080:SF261)	NA	enzyme inhibitor activity(GO:0004857)	plant-type cell wall modification(GO:0009827)	3.24e-11	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3010G031800	Uncharacterized protein	EXPRESSED PROTEIN (PTHR31080:SF70)	NA	enzyme inhibitor activity(GO:0004857)	plant-type cell wall modification(GO:0009827)	4.01e-11	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3002G274700	Hexosyltransferase	POLYGALACTURONATE 4-ALPHA-GALACTURONOSYLTRANSFERASE (PTHR32116:SF4)	transferase(PC00220)	glycosyltransferase activity(GO:0016757);polygalacturonate 4-alpha-galacturonosyltransferase activity(GO:0047262)	pectin biosynthetic process(GO:0045489);cell wall organization(GO:0071555)	4.47e-11	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3010G130000	Vta1_callose synthase N-terminal domain-containing protein	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN VTA1 HOMOLOG (PTHR46009:SF1)	membrane traffic protein(PC00150)	protein homodimerization activity(GO:0042803)	pollen development(GO:0009555);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192);endosomal transport(GO:0016197);late endosome to vacuole transport via multivesicular body sorting pathway(GO:0032511);mucilage extrusion from seed coat(GO:0080001);defense response to other organism(GO:0098542);positive regulation of defense response to bacterium(GO:1900426);regulation of vacuolar transport(GO:1903335)	5.31e-11	1	Individual
LIN	Cell wall and barrier remodeling	SORBI_3001G493300	Phospholipid_glycerol acyltransferase domain-containing protein	GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE 5 (PTHR15486:SF76)	scaffold/adaptor protein(PC00226)	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);phosphatase activity(GO:0016791);glycerol-3-phosphate 2-O-acyltransferase activity(GO:0090447)	cutin biosynthetic process(GO:0010143)	5.68e-11	1	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3002G187100	Trichome birefringence-like N-terminal domain-containing protein	XYLOGLUCAN O-ACETYLTRANSFERASE 1 (PTHR32285:SF57)	NA	O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	NA	5.88e-11	1	Individual;SumRatio
